0.0,0.0,0.0
0.5,0.3333333333333333,0.2
0.25,0.6666666666666666,0.4
0.75,0.1111111111111111,0.6000000000000001
0.125,0.4444444444444444,0.8
0.625,0.7777777777777777,0.04
0.375,0.2222222222222222,0.24000000000000002
0.875,0.5555555555555556,0.44
0.0625,0.8888888888888888,0.6400000000000001
0.5625,0.037037037037037035,0.8400000000000001
0.3125,0.37037037037037035,0.08
0.8125,0.7037037037037037,0.28
0.1875,0.14814814814814814,0.48000000000000004
0.6875,0.48148148148148145,0.68
0.4375,0.8148148148148147,0.88
0.9375,0.25925925925925924,0.12
0.03125,0.5925925925925926,0.32
0.53125,0.9259259259259258,0.52
0.28125,0.07407407407407407,0.7200000000000001
0.78125,0.4074074074074074,0.92
0.15625,0.7407407407407407,0.16
0.65625,0.18518518518518517,0.36
0.40625,0.5185185185185185,0.56
0.90625,0.8518518518518517,0.7600000000000001
0.09375,0.2962962962962963,0.9600000000000001
0.59375,0.6296296296296297,0.008
0.34375,0.9629629629629629,0.20800000000000002
0.84375,0.012345679012345678,0.40800000000000003
0.21875,0.345679012345679,0.6080000000000001
0.71875,0.6790123456790123,0.808
0.46875,0.12345679012345678,0.048
0.96875,0.4567901234567901,0.24800000000000003
0.015625,0.7901234567901234,0.448
0.515625,0.2345679012345679,0.6480000000000001
0.265625,0.5679012345679013,0.8480000000000001
0.765625,0.9012345679012346,0.088
0.140625,0.04938271604938271,0.28800000000000003
0.640625,0.38271604938271603,0.48800000000000004
0.390625,0.7160493827160495,0.6880000000000001
0.890625,0.16049382716049382,0.888
0.078125,0.49382716049382713,0.128
0.578125,0.8271604938271604,0.328
0.328125,0.2716049382716049,0.528
0.828125,0.6049382716049383,0.7280000000000001
0.203125,0.9382716049382716,0.928
0.703125,0.08641975308641975,0.168
0.453125,0.41975308641975306,0.368
0.953125,0.7530864197530864,0.5680000000000001
0.046875,0.19753086419753085,0.7680000000000001
0.546875,0.5308641975308641,0.9680000000000001
0.296875,0.8641975308641974,0.016
0.796875,0.30864197530864196,0.21600000000000003
0.171875,0.6419753086419753,0.41600000000000004
0.671875,0.9753086419753085,0.6160000000000001
0.421875,0.024691358024691357,0.8160000000000001
0.921875,0.35802469135802467,0.056
0.109375,0.691358024691358,0.256
0.609375,0.13580246913580246,0.456
0.359375,0.4691358024691358,0.6560000000000001
0.859375,0.802469135802469,0.8560000000000001
0.234375,0.24691358024691357,0.096
0.734375,0.5802469135802469,0.29600000000000004
0.484375,0.9135802469135802,0.49600000000000005
0.984375,0.06172839506172839,0.6960000000000001
0.0078125,0.3950617283950617,0.896
0.5078125,0.7283950617283951,0.136
0.2578125,0.1728395061728395,0.336
0.7578125,0.5061728395061729,0.536
0.1328125,0.839506172839506,0.7360000000000001
0.6328125,0.2839506172839506,0.936
0.3828125,0.6172839506172839,0.176
0.8828125,0.9506172839506172,0.376
0.0703125,0.09876543209876543,0.5760000000000001
0.5703125,0.43209876543209874,0.7760000000000001
0.3203125,0.7654320987654321,0.9760000000000001
0.8203125,0.20987654320987653,0.024
0.1953125,0.5432098765432098,0.224
0.6953125,0.8765432098765431,0.42400000000000004
0.4453125,0.32098765432098764,0.6240000000000001
0.9453125,0.654320987654321,0.8240000000000001
0.0390625,0.9876543209876543,0.064
0.5390625,0.004115226337448559,0.264
0.2890625,0.33744855967078186,0.464
0.7890625,0.6707818930041152,0.6640000000000001
0.1640625,0.11522633744855966,0.8640000000000001
0.6640625,0.44855967078189296,0.10400000000000001
0.4140625,0.7818930041152262,0.30400000000000005
0.9140625,0.22633744855967078,0.504
0.1015625,0.5596707818930041,0.7040000000000001
0.6015625,0.8930041152263374,0.904
0.3515625,0.0411522633744856,0.144
0.8515625,0.3744855967078189,0.34400000000000003
0.2265625,0.7078189300411523,0.544
0.7265625,0.1522633744855967,0.7440000000000001
0.4765625,0.48559670781893,0.9440000000000001
0.9765625,0.8189300411522632,0.184
0.0234375,0.2633744855967078,0.384
0.5234375,0.5967078189300411,0.5840000000000001
0.2734375,0.9300411522633744,0.7840000000000001
0.7734375,0.07818930041152262,0.9840000000000001
0.1484375,0.4115226337448559,0.032
0.6484375,0.7448559670781892,0.232
0.3984375,0.18930041152263374,0.43200000000000005
0.8984375,0.522633744855967,0.6320000000000001
0.0859375,0.8559670781893003,0.8320000000000001
0.5859375,0.3004115226337448,0.07200000000000001
0.3359375,0.6337448559670782,0.272
0.8359375,0.9670781893004115,0.472
0.2109375,0.016460905349794237,0.6720000000000002
0.7109375,0.34979423868312753,0.8720000000000001
0.4609375,0.6831275720164608,0.112
0.9609375,0.12757201646090535,0.31200000000000006
0.0546875,0.46090534979423864,0.512
0.5546875,0.794238683127572,0.7120000000000001
0.3046875,0.23868312757201646,0.912
0.8046875,0.5720164609053499,0.152
0.1796875,0.9053497942386831,0.352
0.6796875,0.053497942386831275,0.552
0.4296875,0.38683127572016457,0.7520000000000001
0.9296875,0.720164609053498,0.9520000000000001
0.1171875,0.1646090534979424,0.192
0.6171875,0.4979423868312757,0.392
0.3671875,0.8312757201646089,0.5920000000000001
0.8671875,0.27572016460905346,0.7920000000000001
0.2421875,0.6090534979423868,0.9920000000000001
0.7421875,0.9423868312757201,0.0016
0.4921875,0.0905349794238683,0.2016
0.9921875,0.4238683127572016,0.4016
0.00390625,0.757201646090535,0.6016000000000001
0.50390625,0.20164609053497942,0.8016000000000001
0.25390625,0.5349794238683127,0.0416
0.75390625,0.8683127572016459,0.2416
0.12890625,0.3127572016460905,0.4416
0.62890625,0.6460905349794238,0.6416000000000002
0.37890625,0.9794238683127571,0.8416000000000001
0.87890625,0.028806584362139915,0.0816
0.06640625,0.3621399176954732,0.2816
0.56640625,0.6954732510288065,0.48160000000000003
0.31640625,0.13991769547325103,0.6816000000000001
0.81640625,0.4732510288065843,0.8816
0.19140625,0.8065843621399176,0.1216
0.69140625,0.2510288065843621,0.3216
0.44140625,0.5843621399176955,0.5216000000000001
0.94140625,0.9176954732510287,0.7216000000000001
0.03515625,0.06584362139917695,0.9216000000000001
0.53515625,0.39917695473251025,0.1616
0.28515625,0.7325102880658436,0.3616
0.78515625,0.17695473251028807,0.5616000000000001
0.16015625,0.5102880658436214,0.7616000000000002
0.66015625,0.8436213991769546,0.9616000000000001
